,classifier,classifier__C,classifier__penalty,classifier__solver,Accuracy,Precision,ROC AUC,F1,class_weight,criterion,max_features,n_estimators,n_jobs,Accuracy,Precision,ROC AUC,F1,classifier,classifier__criterion,classifier__min_samples_leaf,classifier__splitter,Accuracy,Precision,ROC AUC,F1
30,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.1,l2,saga,0.649,0.38203003487506926,0.7270971892104058,0.5008410593738424,,,,,,,,,,,,,,,,,
31,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1.0,l2,sag,0.6488,0.38157573729843913,0.7267722802503325,0.49985577404676446,,,,,,,,,,,,,,,,,
32,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1.0,l2,saga,0.6488,0.38157573729843913,0.7267722802503325,0.49985577404676446,,,,,,,,,,,,,,,,,
33,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10.0,l2,sag,0.6488,0.3816843066900432,0.7267199459211933,0.5001389953668246,,,,,,,,,,,,,,,,,
34,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10.0,l2,saga,0.6488,0.3816843066900432,0.7267210362197168,0.5001389953668246,,,,,,,,,,,,,,,,,
35,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",100.0,l2,sag,0.6486,0.38133566980973077,0.7267155847270982,0.4994533361173511,,,,,,,,,,,,,,,,,
36,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",100.0,l2,saga,0.6486,0.38133566980973077,0.726721036219717,0.4994533361173511,,,,,,,,,,,,,,,,,
37,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1000.0,l2,sag,0.6486,0.38133566980973077,0.7267177653241458,0.4994533361173511,,,,,,,,,,,,,,,,,
38,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1000.0,l2,saga,0.6484,0.381154790502907,0.726721036219717,0.4992995281292589,,,,,,,,,,,,,,,,,
39,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10000.0,l2,sag,0.6484,0.381154790502907,0.7267112235330033,0.4992995281292589,,,,,,,,,,,,,,,,,
40,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10000.0,l2,saga,0.6486,0.38133566980973077,0.7267134041300508,0.4994533361173511,,,,,,,,,,,,,,,,,
0,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-08,l1,saga,0.7605999999999999,0.0,0.5,0.0,balanced,gini,1.0,1024.0,-1.0,0.9369999999999999,0.8794062822371032,0.9662956614663709,0.8666676426671266,DecisionTreeClassifier(class_weight='balanced'),gini,1.0,best,0.9404,0.8678662471400832,0.9225800777951179,0.876908796007197
1,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-07,l1,saga,0.7605999999999999,0.0,0.5,0.0,balanced,gini,2.0,1024.0,-1.0,0.9396000000000001,0.88466017861011,0.9683337549192863,0.8722411231549672,DecisionTreeClassifier(class_weight='balanced'),gini,2.0,best,0.937,0.8287841650614144,0.9476988365535919,0.8762587336030236
